Index,Value
388,1.07603e-14
389,2.83453e-13
390,7.49259e-16
391,2.08027e-12
392,4.51444e-14
393,7.23865e-18
394,6.13189e-15
395,1.96137e-14
396,1.0197e-17
397,1.93065e-15
398,1.82419e-15
399,6.73187e-14
400,3.71485e-14
401,4.00257e-15
402,6.13181e-15
403,3.18182e-16
404,3.47929e-16
405,2.15899e-16
406,9.04541e-16
407,6.27956e-17
408,1.68851e-14
409,5.4775e-13
410,8.26138e-16
411,4.04936e-14
412,2.32035e-12
413,6.72578e-15
414,9.33473e-11
415,6.43881e-16
416,4.36703e-15
417,1.85022e-14
418,1.55532e-15
419,9.64924e-13
420,7.35521e-15
421,2.90333e-17
422,1.35756e-15
423,2.14668e-15
424,1.54545e-15
425,4.48915e-15
426,2.73239e-14
427,2.03328e-13
428,9.26691e-15
429,2.26892e-16
430,1.64161e-17
431,2.99876e-11
432,3.9539e-15
433,1.46044e-15
434,1.01705e-08
435,1.15178e-09
436,3.08462e-15
437,3.45338e-12
438,5.627e-13
439,1.19342e-12
440,3.87855e-15
441,3.59821e-16
442,5.9841e-12
443,1.68358e-10
444,7.87367e-18
445,4.12052e-13
446,7.13523e-13
447,1.10878e-13
448,8.09867e-16
449,1.93431e-15
450,2.69075e-14
451,1.32538e-14
452,5.69141e-12
453,4.46192e-10
454,1.82971e-13
455,2.08657e-15
456,1.85145e-13
457,2.89735e-08
458,2.39529e-13
459,1.70455e-15
460,2.23792e-14
461,1.9743e-12
462,7.4237e-13
463,1.72476e-08
464,5.3439e-14
465,1.19653e-13
466,1.04297e-18
467,1.59206e-16
468,5.09739e-18
469,9.44682e-13
470,9.79017e-11
471,1.77247e-16
472,5.58908e-13
473,2.20128e-11
474,1.01986e-15
475,7.11709e-16
476,1.84544e-14
477,1.34876e-13
478,4.08565e-05
479,2.03327e-15
480,6.92806e-16
481,2.34362e-14
482,1.20736e-13
483,3.5977e-14
484,1.52412e-13
485,7.19068e-13
486,8.60997e-15
487,7.29884e-13
488,1.0014e-16
489,2.80779e-16
490,8.95623e-14
491,7.62031e-15
492,4.51345e-15
493,2.0731e-15
494,2.85181e-14
495,3.94001e-14
496,5.30086e-12
497,1.0491e-14
498,2.94043e-14
499,8.94255e-16
500,1.10484e-17
501,1.09839e-10
502,4.47209e-13
503,3.30534e-15
504,5.02467e-15
505,4.79941e-13
506,3.42981e-15
507,2.16721e-16
508,1.98115e-08
509,9.86616e-17
510,4.25286e-16
511,8.19842e-17
512,4.22389e-13
513,5.15364e-15
514,4.70355e-11
515,1.0765e-12
516,1.55033e-11
517,1.79781e-16
518,3.33776e-15
519,6.06458e-13
520,1.45845e-13
521,4.00481e-14
522,3.46882e-14
523,5.52405e-14
524,1.63118e-13
525,4.27219e-14
526,3.48816e-11
527,6.34345e-09
528,2.46136e-15
529,5.54695e-12
530,3.80328e-14
531,2.94585e-14
532,2.07516e-13
533,3.29287e-17
534,2.16076e-10
535,3.41163e-15
536,1.41636e-16
537,1.92504e-11
538,5.41425e-17
539,1.76517e-08
540,2.40271e-16
541,2.13224e-13
542,2.80324e-17
543,6.47233e-11
544,3.9481e-16
545,1.70252e-12
546,2.76882e-14
547,5.09701e-17
548,8.12092e-15
549,1.99222e-14
550,1.13151e-14
551,1.33395e-14
552,5.29763e-11
553,2.44281e-14
554,1.38898e-16
555,2.60788e-17
556,1.45852e-12
557,1.29853e-15
558,6.79883e-16
559,3.77335e-16
560,5.75744e-17
561,2.07205e-15
562,5.02655e-14
563,1.34442e-14
564,2.03489e-15
565,5.82883e-15
566,1.14812e-13
567,4.7316e-15
568,7.10197e-11
569,2.64239e-15
570,4.02156e-13
571,5.24489e-18
572,5.71363e-14
573,1.82933e-16
574,6.88569e-15
575,3.78978e-15
576,1.08556e-16
577,1.14629e-14
578,1.59579e-15
579,2.17934e-14
580,2.72824e-16
581,1.18698e-16
582,1.62283e-15
583,4.67321e-14
584,2.27028e-12
585,1.49732e-13
586,1.00208e-15
587,2.36544e-12
588,3.6974e-10
589,1.29526e-14
590,7.64505e-13
591,3.53371e-12
592,1.32372e-13
593,2.60182e-13
594,1.45424e-15
595,2.90295e-14
596,1.83214e-13
597,1.28611e-14
598,4.68068e-15
599,1.36664e-15
600,6.70458e-12
601,2.6036e-16
602,3.76198e-15
603,3.07725e-15
604,2.24231e-15
605,6.37499e-15
606,5.55526e-10
607,3.55541e-16
608,6.36568e-12
609,3.92242e-15
610,1.20664e-16
611,3.15274e-10
612,1.47527e-18
613,2.11838e-12
614,9.83663e-14
615,1.32958e-15
616,1.17344e-15
617,9.46093e-14
618,3.92673e-15
619,7.8934e-13
620,1.29325e-08
621,4.15096e-16
622,1.61005e-11
623,8.37129e-16
624,3.03133e-16
625,8.49447e-15
626,1.40996e-13
627,5.07643e-19
628,1.61367e-14
629,1.67961e-13
630,7.07103e-15
631,8.05639e-15
632,4.39652e-14
633,9.05054e-13
634,2.42602e-17
635,3.8723e-12
636,1.52991e-11
637,6.3383e-15
638,7.61933e-14
639,1.03783e-14
640,2.10723e-16
641,1.37995e-15
642,2.44846e-15
643,3.24709e-11
644,1.93748e-14
645,3.44216e-15
646,1.7574e-16
647,1.23155e-14
648,4.16467e-16
649,1.20493e-14
650,6.45013e-14
651,8.73563e-16
652,3.18339e-13
653,6.3995e-14
654,2.00252e-17
655,9.76375e-15
656,1.83567e-17
657,8.91907e-15
658,8.0453e-13
659,2.28902e-16
660,4.16828e-16
661,9.379e-19
662,1.36783e-13
663,1.74076e-16
664,2.0749e-08
665,8.16573e-17
666,5.95382e-16
667,1.84993e-14
668,5.32515e-18
669,3.581e-14
670,1.18358e-15
671,5.16042e-18
672,3.56558e-16
673,1.05359e-07
674,7.27945e-09
675,7.05069e-16
676,2.8211e-09
677,1.35466e-13
678,2.56607e-14
679,1.34324e-15
680,1.08889e-11
681,8.96344e-11
682,3.09418e-14
683,3.48628e-15
684,5.23361e-12
685,1.94316e-17
686,3.38022e-16
687,3.15192e-18
688,1.75093e-12
689,6.51305e-17
690,1.00594e-16
691,5.36928e-12
692,1.01226e-13
693,2.18079e-15
694,7.06615e-17
695,3.54754e-16
696,6.79101e-14
697,2.24225e-12
698,2.69453e-16
699,4.37015e-13
700,2.80648e-09
701,4.32445e-15
702,1.81582e-15
703,1.89081e-14
704,3.03787e-18
705,2.00728e-17
706,7.32808e-17
707,2.15413e-17
708,1.70011e-13
709,7.4865e-15
710,5.62233e-13
711,1.97546e-13
712,6.94658e-16
713,2.5888e-13
714,3.40965e-16
715,1.02663e-12
716,1.14393e-14
717,6.7721e-17
718,2.35441e-14
719,6.6598e-13
720,3.02475e-15
721,6.75771e-14
722,2.45307e-08
723,7.00033e-14
724,4.93288e-15
725,1.92865e-10
726,2.4114e-15
727,9.79958e-17
728,6.63999e-09
729,1.42836e-14
730,8.28045e-14
731,2.16467e-14
732,7.06389e-15
733,3.0734e-15
734,1.49526e-16
735,2.19819e-14
736,2.56207e-16
737,2.22348e-14
738,5.0209e-14
739,4.09552e-16
740,2.82071e-15
741,1.53926e-13
742,3.31756e-08
743,1.01692e-16
744,1.01121e-14
745,1.22042e-13
746,9.27487e-15
747,8.45895e-14
748,2.76006e-12
749,5.57917e-13
750,1.789e-11
751,1.27177e-16
752,4.29994e-17
753,2.5648e-11
754,2.99019e-11
755,1.1003e-14
756,1.30369e-14
757,3.09565e-17
758,1.50859e-14
759,1.78049e-13
760,7.86434e-13
761,1.62958e-08
762,7.42659e-16
763,8.53409e-15
764,4.11995e-15
765,8.61338e-14
766,3.49143e-16
767,1.70397e-12
768,1.01945e-15
769,5.84453e-11
770,2.67649e-13
771,1.17181e-13
772,5.9909e-14
773,1.12089e-10
774,1.38612e-14
775,9.48639e-15
776,2.51864e-14
777,4.04318e-16
778,9.88091e-11
779,6.95458e-18
780,7.77277e-15
781,1.94516e-14
782,3.06743e-08
783,1.13399e-12
784,5.94576e-14
785,4.22312e-16
786,6.10416e-15
787,3.63349e-15
788,2.86669e-15
789,1.6428e-15
790,2.45596e-13
791,1.81054e-15
792,6.12172e-12
793,3.51862e-13
794,1.3155e-14
795,4.76565e-15
796,3.88327e-13
797,5.37915e-09
798,1.89768e-16
799,4.78277e-15
800,8.5279e-14
801,1.91528e-15
802,7.53091e-13
803,4.85479e-15
804,1.81205e-13
805,6.20748e-13
806,2.0871e-13
807,9.74642e-15
808,7.14904e-14
809,4.29062e-15
810,2.23591e-11
811,1.36878e-08
812,2.03517e-15
813,1.23765e-15
814,9.79344e-13
815,6.09601e-18
816,1.53182e-14
817,4.59612e-18
818,6.47534e-15
819,3.3213e-15
820,2.73561e-15
821,3.68394e-16
822,6.37115e-15
823,1.4562e-13
824,3.75148e-11
825,2.27489e-16
826,1.03424e-13
827,1.04614e-13
828,6.33914e-16
829,3.88873e-18
830,6.09147e-13
831,6.24686e-12
832,5.5887e-15
833,1.08412e-15
834,5.25838e-15
835,2.00717e-13
836,2.06776e-14
837,4.86939e-12
838,6.5181e-15
839,3.73954e-17
840,4.4485e-12
841,9.6124e-12
842,2.85219e-16
843,1.04042e-16
844,8.31551e-12
845,9.30941e-14
846,9.65318e-14
847,2.97572e-15
848,1.56569e-13
849,5.06314e-14
850,2.71483e-14
851,4.6596e-11
852,8.85061e-11
853,1.07571e-15
854,8.70409e-16
855,1.31806e-11
856,5.48065e-14
857,1.76326e-14
858,4.38816e-15
859,3.99973e-14
860,1.82111e-13
861,5.20406e-09
862,4.8475e-16
863,2.8053e-13
864,9.10939e-17
865,1.58285e-14
866,5.75374e-15
867,3.13667e-16
868,4.84794e-15
869,3.0276e-14
870,1.44705e-16
871,6.40029e-13
872,1.12151e-14
873,4.52121e-15
874,3.89468e-18
875,5.7398e-14
876,1.26641e-09
877,1.3923e-15
878,1.34158e-11
879,2.18312e-15
880,2.1963e-17
881,8.59279e-14
882,6.1017e-14
883,1.41168e-10
884,2.94328e-14
885,1.21134e-10
886,3.68822e-18
887,5.34097e-15
888,6.12562e-17
889,7.94918e-14
890,3.82759e-17
891,6.82903e-15
892,3.86483e-12
893,6.78485e-15
894,1.22813e-13
895,1.99778e-13
896,2.88393e-10
897,1.48867e-09
898,4.05945e-13
899,5.35944e-12
900,2.84652e-16
901,3.08029e-15
902,2.12826e-13
903,1.42644e-13
904,7.47507e-09
905,5.64539e-13
906,6.67214e-15
907,7.6632e-16
908,9.90193e-16
909,3.42827e-13
910,2.1955e-14
911,7.12252e-13
912,5.66455e-16
913,9.46525e-15
914,2.22301e-14
915,6.74638e-18
916,8.96144e-12
917,9.37916e-14
918,5.49619e-12
919,6.00008e-17
920,1.52383e-17
921,6.15871e-12
922,2.89887e-17
923,6.41007e-16
924,4.75927e-16
925,1.03843e-14
926,1.41497e-16
927,4.59488e-17
928,4.45111e-17
929,2.66441e-12
930,4.75044e-17
931,2.41419e-17
932,4.69788e-18
933,7.84764e-19
934,4.45557e-17
935,4.95519e-17
936,9.13077e-15
937,5.75622e-10
938,6.51326e-15
939,1.46478e-16
940,1.86106e-17
941,7.40948e-17
942,1.97379e-16
943,3.04934e-15
944,1.02257e-14
945,6.51315e-13
946,2.78103e-16
947,6.76297e-16
948,2.93399e-13
949,1.05611e-13
950,3.14654e-14
951,5.4799e-15
952,3.70558e-15
953,6.7693e-14
954,1.52889e-11
955,2.29965e-16
956,3.39202e-15
957,3.18303e-13
958,1.05467e-16
959,1.12138e-18
960,1.74208e-16
961,3.51271e-17
962,1.58067e-17
963,7.3632e-18
964,4.04728e-16
965,1.6808e-16
966,1.96076e-15
967,3.75269e-18
968,1.83491e-12
969,1.97827e-16
970,6.51875e-15
971,4.17829e-15
972,1.36797e-13
973,1.93946e-16
974,1.19284e-14
975,1.2141e-15
976,1.29514e-14
977,3.25359e-15
978,5.93572e-14
979,7.25398e-16
980,1.31016e-15
981,4.3507e-16
982,6.16148e-16
983,1.23332e-16
984,6.03361e-16
985,2.28535e-17
986,5.36452e-19
987,2.10268e-12
988,2.80577e-15
989,1.13526e-16
990,8.93263e-14
991,1.20854e-17
992,1.61222e-16
993,4.66926e-16
994,2.25995e-16
995,6.8017e-14
996,6.46813e-16
997,1.10797e-16
998,9.1433e-12
999,1.03473e-10
